[2017/03/06 10:57:38:460]|COPERNICUS|: (ERROR) -> This is not an Mjpeg stream http://roborio-5431-frc:1181/stream/stream.mjpg
[2017/03/06 10:57:38:460]|COPERNICUS|: Content type text/plain
[2017/03/06 10:57:38:772]|COPERNICUS|: Camera stream disconnected!
[2017/03/06 10:57:38:772]|COPERNICUS|: Connecting to http://roborio-5431-frc:1181/stream/stream.mjpg
[2017/03/06 10:57:38:813]|COPERNICUS|: (ERROR) -> This is not an Mjpeg stream http://roborio-5431-frc:1181/stream/stream.mjpg
[2017/03/06 10:57:38:813]|COPERNICUS|: Content type text/plain
[2017/03/06 10:57:39:116]|COPERNICUS|: Camera stream disconnected!
[2017/03/06 10:57:39:116]|COPERNICUS|: Connecting to http://roborio-5431-frc:1181/stream/stream.mjpg
[2017/03/06 10:57:39:116]|COPERNICUS|: (ERROR) -> This is not an Mjpeg stream http://roborio-5431-frc:1181/stream/stream.mjpg
[2017/03/06 10:57:39:116]|COPERNICUS|: Content type text/plain
[2017/03/06 10:57:39:428]|COPERNICUS|: Camera stream disconnected!
[2017/03/06 10:57:39:428]|COPERNICUS|: Connecting to http://roborio-5431-frc:1181/stream/stream.mjpg
[2017/03/06 10:57:39:444]|COPERNICUS|: (ERROR) -> This is not an Mjpeg stream http://roborio-5431-frc:1181/stream/stream.mjpg
[2017/03/06 10:57:39:444]|COPERNICUS|: Content type text/plain
[2017/03/06 10:57:39:744]|COPERNICUS|: Camera stream disconnected!
[2017/03/06 10:57:39:744]|COPERNICUS|: Connecting to http://roborio-5431-frc:1181/stream/stream.mjpg
[2017/03/06 10:57:39:750]|COPERNICUS|: (ERROR) -> This is not an Mjpeg stream http://roborio-5431-frc:1181/stream/stream.mjpg
[2017/03/06 10:57:39:750]|COPERNICUS|: Content type text/plain
[2017/03/06 10:57:40:050]|COPERNICUS|: Camera stream disconnected!
[2017/03/06 10:57:40:050]|COPERNICUS|: Connecting to http://roborio-5431-frc:1181/stream/stream.mjpg
[2017/03/06 10:57:40:095]|COPERNICUS|: (ERROR) -> This is not an Mjpeg stream http://roborio-5431-frc:1181/stream/stream.mjpg
[2017/03/06 10:57:40:095]|COPERNICUS|: Content type text/plain
[2017/03/06 10:57:40:395]|COPERNICUS|: Camera stream disconnected!
[2017/03/06 10:57:40:395]|COPERNICUS|: Connecting to http://roborio-5431-frc:1181/stream/stream.mjpg
[2017/03/06 10:57:40:407]|COPERNICUS|: (ERROR) -> This is not an Mjpeg stream http://roborio-5431-frc:1181/stream/stream.mjpg
[2017/03/06 10:57:40:408]|COPERNICUS|: Content type text/plain
[2017/03/06 10:57:40:708]|COPERNICUS|: Camera stream disconnected!
[2017/03/06 10:57:40:708]|COPERNICUS|: Connecting to http://roborio-5431-frc:1181/stream/stream.mjpg
[2017/03/06 10:57:40:722]|COPERNICUS|: (ERROR) -> This is not an Mjpeg stream http://roborio-5431-frc:1181/stream/stream.mjpg
[2017/03/06 10:57:40:723]|COPERNICUS|: Content type text/plain
[2017/03/06 10:57:41:023]|COPERNICUS|: Camera stream disconnected!
[2017/03/06 10:57:41:023]|COPERNICUS|: Connecting to http://roborio-5431-frc:1181/stream/stream.mjpg
[2017/03/06 10:57:41:030]|COPERNICUS|: (ERROR) -> This is not an Mjpeg stream http://roborio-5431-frc:1181/stream/stream.mjpg
[2017/03/06 10:57:41:030]|COPERNICUS|: Content type text/plain
[2017/03/06 10:57:41:330]|COPERNICUS|: Camera stream disconnected!
[2017/03/06 10:57:41:330]|COPERNICUS|: Connecting to http://roborio-5431-frc:1181/stream/stream.mjpg
[2017/03/06 10:57:41:362]|COPERNICUS|: (ERROR) -> This is not an Mjpeg stream http://roborio-5431-frc:1181/stream/stream.mjpg
[2017/03/06 10:57:41:363]|COPERNICUS|: Content type text/plain
[2017/03/06 10:57:41:664]|COPERNICUS|: Camera stream disconnected!
[2017/03/06 10:57:41:664]|COPERNICUS|: Connecting to http://roborio-5431-frc:1181/stream/stream.mjpg
[2017/03/06 10:57:41:673]|COPERNICUS|: (ERROR) -> This is not an Mjpeg stream http://roborio-5431-frc:1181/stream/stream.mjpg
[2017/03/06 10:57:41:676]|COPERNICUS|: Content type text/plain
[2017/03/06 10:57:41:976]|COPERNICUS|: Camera stream disconnected!
[2017/03/06 10:57:41:976]|COPERNICUS|: Connecting to http://roborio-5431-frc:1181/stream/stream.mjpg
[2017/03/06 10:57:41:988]|COPERNICUS|: (ERROR) -> This is not an Mjpeg stream http://roborio-5431-frc:1181/stream/stream.mjpg
[2017/03/06 10:57:41:988]|COPERNICUS|: Content type text/plain
[2017/03/06 10:57:42:288]|COPERNICUS|: Camera stream disconnected!
[2017/03/06 10:57:42:288]|COPERNICUS|: Connecting to http://roborio-5431-frc:1181/stream/stream.mjpg
[2017/03/06 10:57:42:296]|COPERNICUS|: (ERROR) -> This is not an Mjpeg stream http://roborio-5431-frc:1181/stream/stream.mjpg
[2017/03/06 10:57:42:296]|COPERNICUS|: Content type text/plain
[2017/03/06 10:57:42:597]|COPERNICUS|: Camera stream disconnected!
[2017/03/06 10:57:42:597]|COPERNICUS|: Connecting to http://roborio-5431-frc:1181/stream/stream.mjpg
[2017/03/06 10:57:42:614]|COPERNICUS|: (ERROR) -> This is not an Mjpeg stream http://roborio-5431-frc:1181/stream/stream.mjpg
[2017/03/06 10:57:42:614]|COPERNICUS|: Content type text/plain
[2017/03/06 10:57:42:914]|COPERNICUS|: Camera stream disconnected!
[2017/03/06 10:57:42:914]|COPERNICUS|: Connecting to http://roborio-5431-frc:1181/stream/stream.mjpg
[2017/03/06 10:57:42:956]|COPERNICUS|: (ERROR) -> This is not an Mjpeg stream http://roborio-5431-frc:1181/stream/stream.mjpg
[2017/03/06 10:57:42:956]|COPERNICUS|: Content type text/plain
[2017/03/06 10:57:43:256]|COPERNICUS|: Camera stream disconnected!
[2017/03/06 10:57:43:256]|COPERNICUS|: Connecting to http://roborio-5431-frc:1181/stream/stream.mjpg
[2017/03/06 10:57:43:264]|COPERNICUS|: (ERROR) -> This is not an Mjpeg stream http://roborio-5431-frc:1181/stream/stream.mjpg
[2017/03/06 10:57:43:264]|COPERNICUS|: Content type text/plain
[2017/03/06 10:57:43:564]|COPERNICUS|: Camera stream disconnected!
[2017/03/06 10:57:43:564]|COPERNICUS|: Connecting to http://roborio-5431-frc:1181/stream/stream.mjpg
[2017/03/06 10:57:43:577]|COPERNICUS|: (ERROR) -> This is not an Mjpeg stream http://roborio-5431-frc:1181/stream/stream.mjpg
[2017/03/06 10:57:43:577]|COPERNICUS|: Content type text/plain
[2017/03/06 10:57:43:877]|COPERNICUS|: Camera stream disconnected!
[2017/03/06 10:57:43:877]|COPERNICUS|: Connecting to http://roborio-5431-frc:1181/stream/stream.mjpg
[2017/03/06 10:57:43:885]|COPERNICUS|: (ERROR) -> This is not an Mjpeg stream http://roborio-5431-frc:1181/stream/stream.mjpg
[2017/03/06 10:57:43:885]|COPERNICUS|: Content type text/plain
[2017/03/06 10:57:44:185]|COPERNICUS|: Camera stream disconnected!
[2017/03/06 10:57:44:185]|COPERNICUS|: Connecting to http://roborio-5431-frc:1181/stream/stream.mjpg
